subject,structural_ok,n_me_epochs,n_mi_epochs,n_usable_matched_pairs,n_unilateral_pairs,n_bilateral_pairs,movements_me,movements_mi,eligible_primary,eligible_min20,eligible_min40,eligible_strict,reason_codes,reason_detail,n_left_fist_me,n_left_fist_mi,n_right_fist_me,n_right_fist_mi,n_both_fists_me,n_both_fists_mi,n_both_feet_me,n_both_feet_mi,usable_pair_ids,e02_left_fist_n_me,e02_left_fist_n_mi,e02_left_fist_n_pairs,e02_left_fist_eligible,e02_left_fist_reasons,e02_right_fist_n_me,e02_right_fist_n_mi,e02_right_fist_n_pairs,e02_right_fist_eligible,e02_right_fist_reasons,e02_both_fists_n_me,e02_both_fists_n_mi,e02_both_fists_n_pairs,e02_both_fists_eligible,e02_both_fists_reasons,e02_both_feet_n_me,e02_both_feet_n_mi,e02_both_feet_n_pairs,e02_both_feet_eligible,e02_both_feet_reasons,e02_unilateral_n_me,e02_unilateral_n_mi,e02_unilateral_n_pairs,e02_unilateral_eligible,e02_unilateral_reasons,e02_bilateral_n_me,e02_bilateral_n_mi,e02_bilateral_n_pairs,e02_bilateral_eligible,e02_bilateral_reasons,strict_all_runs_valid,strict_reasons,expected_left_fist_me,frac_left_fist_me,expected_left_fist_mi,frac_left_fist_mi,expected_right_fist_me,frac_right_fist_me,expected_right_fist_mi,frac_right_fist_mi,expected_both_fists_me,frac_both_fists_me,expected_both_fists_mi,frac_both_fists_mi,expected_both_feet_me,frac_both_feet_me,expected_both_feet_mi,frac_both_feet_mi
65,True,85,85,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,22,22,23,19,23,22,17,22,03-04|05-06|07-08|09-10|11-12|13-14,22,22,3,True,ELIGIBLE,23,19,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,17,22,3,True,ELIGIBLE,45,41,3,True,ELIGIBLE,40,44,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,22.0,1.0,24.0,0.9166666666666666,23.0,1.0,21.0,0.9047619047619048,23.0,1.0,22.0,1.0,22.0,0.7727272727272727,23.0,0.9565217391304348
66,True,88,80,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,24,17,20,18,22,22,22,23,03-04|05-06|07-08|09-10|11-12|13-14,24,17,3,True,ELIGIBLE,20,18,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,44,35,3,True,ELIGIBLE,44,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,24.0,1.0,18.0,0.9444444444444444,21.0,0.9523809523809523,19.0,0.9473684210526315,22.0,1.0,22.0,1.0,23.0,0.9565217391304348,23.0,1.0
67,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,22,23,23,21,23,24,22,03-04|05-06|07-08|09-10|11-12|13-14,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,21,23,3,True,ELIGIBLE,24,22,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,21.0,1.0,23.0,1.0,24.0,1.0,22.0,1.0
68,True,82,88,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,21,22,19,22,20,22,22,22,03-04|05-06|07-08|09-10|11-12|13-14,21,22,3,True,ELIGIBLE,19,22,3,True,ELIGIBLE,20,22,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,40,44,3,True,ELIGIBLE,42,44,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,23.0,0.9130434782608695,22.0,1.0,22.0,0.8636363636363636,23.0,0.9565217391304348,23.0,0.8695652173913043,22.0,1.0,22.0,1.0,23.0,0.9565217391304348
69,True,90,89,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,23,22,21,23,22,22,23,03-04|05-06|07-08|09-10|11-12|13-14,23,23,3,True,ELIGIBLE,22,21,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,45,44,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,24.0,0.9583333333333334,22.0,1.0,21.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0
70,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,22,22,23,22,23,23,22,03-04|05-06|07-08|09-10|11-12|13-14,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0
71,True,87,88,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,21,21,23,21,23,23,21,03-04|05-06|07-08|09-10|11-12|13-14,22,21,3,True,ELIGIBLE,21,23,3,True,ELIGIBLE,21,23,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,43,44,3,True,ELIGIBLE,44,44,3,True,ELIGIBLE,True,ELIGIBLE,23.0,0.9565217391304348,22.0,0.9545454545454546,22.0,0.9545454545454546,23.0,1.0,22.0,0.9545454545454546,23.0,1.0,23.0,1.0,22.0,0.9545454545454546
72,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,22,22,23,22,22,23,23,03-04|05-06|07-08|09-10|11-12|13-14,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0
73,True,90,82,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,22,18,23,19,22,23,23,22,03-04|05-06|07-08|09-10|11-12|13-14,22,18,3,True,ELIGIBLE,23,19,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,45,37,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,22.0,1.0,18.0,1.0,23.0,1.0,19.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0
74,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,24,24,21,21,21,23,24,22,03-04|05-06|07-08|09-10|11-12|13-14,24,24,3,True,ELIGIBLE,21,21,3,True,ELIGIBLE,21,23,3,True,ELIGIBLE,24,22,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,24.0,1.0,24.0,1.0,21.0,1.0,21.0,1.0,21.0,1.0,23.0,1.0,24.0,1.0,22.0,1.0
75,True,19,22,5,2,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,False,False,False,False,INSUFFICIENT_ME_EPOCHS|INSUFFICIENT_MI_EPOCHS,fewer than required ME epochs after rejection; fewer than required MI epochs after rejection,6,4,7,5,4,6,2,7,05-06|07-08|09-10|11-12|13-14,6,4,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,7,5,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,4,6,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,2,7,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,13,9,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,6,13,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,True,STRICT_MODE_EPOCHS|STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,22.0,0.2727272727272727,22.0,0.18181818181818182,23.0,0.30434782608695654,23.0,0.21739130434782608,22.0,0.18181818181818182,21.0,0.2857142857142857,23.0,0.08695652173913043,24.0,0.2916666666666667
76,True,83,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,19,23,19,22,22,23,23,22,03-04|05-06|07-08|09-10|11-12|13-14,19,23,3,True,ELIGIBLE,19,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,38,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,19.0,1.0,23.0,1.0,20.0,0.95,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0
77,True,50,72,6,3,3,both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,False,False,False,False,MOVEMENT_COMPOSITION,movement composition not represented in both modes,15,18,16,17,19,17,0,20,03-04|05-06|07-08|09-10|11-12|13-14,15,18,3,True,ELIGIBLE,16,17,3,True,ELIGIBLE,19,17,3,True,ELIGIBLE,0,20,0,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_PAIRS,31,35,3,True,ELIGIBLE,19,37,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,21.0,0.7142857142857143,21.0,0.8571428571428571,24.0,0.6666666666666666,24.0,0.7083333333333334,23.0,0.8260869565217391,22.0,0.7727272727272727,22.0,0.0,23.0,0.8695652173913043
78,True,82,80,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,20,23,21,21,20,18,21,18,03-04|05-06|07-08|09-10|11-12|13-14,20,23,3,True,ELIGIBLE,21,21,3,True,ELIGIBLE,20,18,3,True,ELIGIBLE,21,18,3,True,ELIGIBLE,41,44,3,True,ELIGIBLE,41,36,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,22.0,0.9090909090909091,23.0,1.0,23.0,0.9130434782608695,22.0,0.9545454545454546,23.0,0.8695652173913043,18.0,1.0,22.0,0.9545454545454546,18.0,1.0
79,True,50,30,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,False,False,ELIGIBLE,eligible under primary rule,14,8,11,7,13,5,12,10,03-04|05-06|07-08|09-10|11-12|13-14,14,8,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,11,7,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,13,5,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,12,10,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,25,15,3,True,ELIGIBLE,25,15,3,True,ELIGIBLE,True,STRICT_MODE_EPOCHS|STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,23.0,0.6086956521739131,22.0,0.36363636363636365,22.0,0.5,23.0,0.30434782608695654,22.0,0.5909090909090909,21.0,0.23809523809523808,23.0,0.5217391304347826,24.0,0.4166666666666667
80,True,83,85,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,21,23,20,22,22,21,20,19,03-04|05-06|07-08|09-10|11-12|13-14,21,23,3,True,ELIGIBLE,20,22,3,True,ELIGIBLE,22,21,3,True,ELIGIBLE,20,19,3,True,ELIGIBLE,41,45,3,True,ELIGIBLE,42,40,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,23.0,0.9130434782608695,23.0,1.0,22.0,0.9090909090909091,22.0,1.0,22.0,1.0,24.0,0.875,23.0,0.8695652173913043,21.0,0.9047619047619048
81,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,22,23,23,21,22,24,23,03-04|05-06|07-08|09-10|11-12|13-14,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,21,22,3,True,ELIGIBLE,24,23,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0
82,True,87,89,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,21,22,23,22,23,24,20,21,03-04|05-06|07-08|09-10|11-12|13-14,21,22,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,23,24,3,True,ELIGIBLE,20,21,3,True,ELIGIBLE,44,44,3,True,ELIGIBLE,43,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,0.9545454545454546,23.0,0.9565217391304348,23.0,1.0,22.0,1.0,24.0,0.9583333333333334,24.0,1.0,21.0,0.9523809523809523,21.0,1.0
83,True,55,57,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,14,13,20,11,12,16,9,17,03-04|05-06|07-08|09-10|11-12|13-14,14,13,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,20,11,3,False,INSUFFICIENT_MOVEMENT_MI,12,16,3,False,INSUFFICIENT_MOVEMENT_ME,9,17,3,False,INSUFFICIENT_MOVEMENT_ME,34,24,3,True,ELIGIBLE,21,33,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,22.0,0.6363636363636364,22.0,0.5909090909090909,23.0,0.8695652173913043,23.0,0.4782608695652174,22.0,0.5454545454545454,22.0,0.7272727272727273,23.0,0.391304347826087,23.0,0.7391304347826086
84,True,76,74,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,20,19,18,17,20,18,18,20,03-04|05-06|07-08|09-10|11-12|13-14,20,19,3,True,ELIGIBLE,18,17,3,True,ELIGIBLE,20,18,3,True,ELIGIBLE,18,20,3,True,ELIGIBLE,38,36,3,True,ELIGIBLE,38,38,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,24.0,0.8333333333333334,23.0,0.8260869565217391,21.0,0.8571428571428571,22.0,0.7727272727272727,23.0,0.8695652173913043,22.0,0.8181818181818182,22.0,0.8181818181818182,23.0,0.8695652173913043
85,True,86,80,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,22,22,23,19,21,18,20,21,03-04|05-06|07-08|09-10|11-12|13-14,22,22,3,True,ELIGIBLE,23,19,3,True,ELIGIBLE,21,18,3,True,ELIGIBLE,20,21,3,True,ELIGIBLE,45,41,3,True,ELIGIBLE,41,39,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,22.0,1.0,23.0,0.9565217391304348,23.0,1.0,22.0,0.8636363636363636,22.0,0.9545454545454546,23.0,0.782608695652174,23.0,0.8695652173913043,22.0,0.9545454545454546
86,True,36,86,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,False,False,ELIGIBLE,eligible under primary rule,11,19,5,23,5,21,15,23,03-04|05-06|07-08|09-10|11-12|13-14,11,19,3,False,INSUFFICIENT_MOVEMENT_ME,5,23,3,False,INSUFFICIENT_MOVEMENT_ME,5,21,2,False,INSUFFICIENT_MOVEMENT_ME,15,23,3,True,ELIGIBLE,16,42,3,True,ELIGIBLE,20,44,3,True,ELIGIBLE,True,STRICT_MODE_EPOCHS|STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,22.0,0.5,22.0,0.8636363636363636,23.0,0.21739130434782608,23.0,1.0,23.0,0.21739130434782608,21.0,1.0,22.0,0.6818181818181818,24.0,0.9583333333333334
87,True,65,58,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,12,11,16,12,16,17,21,18,03-04|05-06|07-08|09-10|11-12|13-14,12,11,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,16,12,3,False,INSUFFICIENT_MOVEMENT_MI,16,17,3,True,ELIGIBLE,21,18,3,True,ELIGIBLE,28,23,3,True,ELIGIBLE,37,35,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,21.0,0.5714285714285714,22.0,0.5,24.0,0.6666666666666666,23.0,0.5217391304347826,21.0,0.7619047619047619,23.0,0.7391304347826086,24.0,0.875,22.0,0.8181818181818182
88,True,93,87,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,26,23,25,21,23,24,19,19,03-04|05-06|07-08|09-10|11-12|13-14,26,23,3,True,ELIGIBLE,25,21,3,True,ELIGIBLE,23,24,3,True,ELIGIBLE,19,19,3,True,ELIGIBLE,51,44,3,True,ELIGIBLE,42,43,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,28.0,0.9285714285714286,29.0,0.7931034482758621,29.0,0.8620689655172413,28.0,0.75,30.0,0.7666666666666667,28.0,0.8571428571428571,27.0,0.7037037037037037,25.0,0.76
89,True,97,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,26,24,26,21,22,24,23,21,03-04|05-06|07-08|09-10|11-12|13-14,26,24,3,True,ELIGIBLE,26,21,3,True,ELIGIBLE,22,24,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,52,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,26.0,1.0,24.0,1.0,26.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0,21.0,1.0
90,True,86,77,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,19,18,23,18,23,21,21,20,03-04|05-06|07-08|09-10|11-12|13-14,19,18,3,True,ELIGIBLE,23,18,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,21,20,3,True,ELIGIBLE,42,36,3,True,ELIGIBLE,44,41,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,21.0,0.9047619047619048,22.0,0.8181818181818182,24.0,0.9583333333333334,23.0,0.782608695652174,23.0,1.0,22.0,0.9545454545454546,22.0,0.9545454545454546,23.0,0.8695652173913043
91,True,40,50,5,2,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,3,14,3,13,17,11,17,12,03-04|05-06|07-08|09-10|13-14,3,14,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,3,13,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,17,11,3,False,INSUFFICIENT_MOVEMENT_MI,17,12,3,False,INSUFFICIENT_MOVEMENT_MI,6,27,2,False,INSUFFICIENT_MOVEMENT_ME,34,23,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,17.0,0.17647058823529413,22.0,0.6363636363636364,16.0,0.1875,23.0,0.5652173913043478,22.0,0.7727272727272727,22.0,0.5,23.0,0.7391304347826086,23.0,0.5217391304347826
92,True,77,55,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,19,14,21,17,18,11,19,13,03-04|05-06|07-08|09-10|11-12|13-14,19,14,3,False,INSUFFICIENT_MOVEMENT_MI,21,17,3,True,ELIGIBLE,18,11,3,False,INSUFFICIENT_MOVEMENT_MI,19,13,3,False,INSUFFICIENT_MOVEMENT_MI,40,31,3,True,ELIGIBLE,37,24,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,30.0,0.6333333333333333,27.0,0.5185185185185185,27.0,0.7777777777777778,30.0,0.5666666666666667,29.0,0.6206896551724138,30.0,0.36666666666666664,28.0,0.6785714285714286,27.0,0.48148148148148145
93,True,79,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,22,23,22,22,17,23,18,22,03-04|05-06|07-08|09-10|11-12|13-14,22,23,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,17,23,3,True,ELIGIBLE,18,22,3,True,ELIGIBLE,44,45,3,True,ELIGIBLE,35,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,23.0,0.9565217391304348,23.0,1.0,22.0,1.0,22.0,1.0,17.0,1.0,23.0,1.0,18.0,1.0,22.0,1.0
94,True,73,58,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,18,12,17,17,21,16,17,13,03-04|05-06|07-08|09-10|11-12|13-14,18,12,3,False,INSUFFICIENT_MOVEMENT_MI,17,17,3,True,ELIGIBLE,21,16,3,True,ELIGIBLE,17,13,3,False,INSUFFICIENT_MOVEMENT_MI,35,29,3,True,ELIGIBLE,38,29,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,23.0,0.782608695652174,22.0,0.5454545454545454,22.0,0.7727272727272727,23.0,0.7391304347826086,22.0,0.9545454545454546,22.0,0.7272727272727273,23.0,0.7391304347826086,23.0,0.5652173913043478
95,True,48,38,4,2,2,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,False,False,ELIGIBLE,eligible under primary rule,11,11,11,9,12,8,14,10,07-08|09-10|11-12|13-14,11,11,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,11,9,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,12,8,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,14,10,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,22,20,2,True,ELIGIBLE,26,18,2,True,ELIGIBLE,True,STRICT_MODE_EPOCHS|STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,22.0,0.5,23.0,0.4782608695652174,23.0,0.4782608695652174,22.0,0.4090909090909091,21.0,0.5714285714285714,22.0,0.36363636363636365,24.0,0.5833333333333334,23.0,0.43478260869565216
96,True,62,55,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,16,14,15,12,17,14,14,15,03-04|05-06|07-08|09-10|11-12|13-14,16,14,3,False,INSUFFICIENT_MOVEMENT_MI,15,12,3,False,INSUFFICIENT_MOVEMENT_MI,17,14,3,False,INSUFFICIENT_MOVEMENT_MI,14,15,3,False,INSUFFICIENT_MOVEMENT_ME,31,26,3,True,ELIGIBLE,31,29,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,22.0,0.7272727272727273,20.0,0.7,23.0,0.6521739130434783,19.0,0.631578947368421,24.0,0.7083333333333334,21.0,0.6666666666666666,21.0,0.6666666666666666,24.0,0.625
97,True,86,72,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,22,14,22,16,22,21,20,21,03-04|05-06|07-08|09-10|11-12|13-14,22,14,3,False,INSUFFICIENT_MOVEMENT_MI,22,16,3,True,ELIGIBLE,22,21,3,True,ELIGIBLE,20,21,3,True,ELIGIBLE,44,30,3,True,ELIGIBLE,42,42,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,22.0,1.0,16.0,0.875,23.0,0.9565217391304348,17.0,0.9411764705882353,24.0,0.9166666666666666,23.0,0.9130434782608695,21.0,0.9523809523809523,22.0,0.9545454545454546
98,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,23,23,22,23,21,22,24,03-04|05-06|07-08|09-10|11-12|13-14,22,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,22,24,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0,23.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0
99,True,10,6,2,1,1,both_feet|both_fists|right_fist,both_feet|left_fist|right_fist,False,False,False,False,MOVEMENT_COMPOSITION|INSUFFICIENT_ME_EPOCHS|INSUFFICIENT_MI_EPOCHS,movement composition not represented in both modes; fewer than required ME epochs after rejection; fewer than required MI epochs after rejection,0,2,1,3,6,0,3,1,03-04|05-06,0,2,0,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI|INSUFFICIENT_MOVEMENT_PAIRS,1,3,1,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI|INSUFFICIENT_MOVEMENT_PAIRS,6,0,0,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI|INSUFFICIENT_MOVEMENT_PAIRS,3,1,1,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI|INSUFFICIENT_MOVEMENT_PAIRS,1,5,1,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI|INSUFFICIENT_MOVEMENT_PAIRS,9,1,1,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI|INSUFFICIENT_MOVEMENT_PAIRS,True,STRICT_MODE_EPOCHS|STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,23.0,0.0,22.0,0.09090909090909091,22.0,0.045454545454545456,23.0,0.13043478260869565,23.0,0.2608695652173913,21.0,0.0,22.0,0.13636363636363635,24.0,0.041666666666666664
