subject,structural_ok,n_me_epochs,n_mi_epochs,n_usable_matched_pairs,n_unilateral_pairs,n_bilateral_pairs,movements_me,movements_mi,eligible_primary,eligible_min20,eligible_min40,eligible_strict,reason_codes,reason_detail,n_left_fist_me,n_left_fist_mi,n_right_fist_me,n_right_fist_mi,n_both_fists_me,n_both_fists_mi,n_both_feet_me,n_both_feet_mi,usable_pair_ids,e02_left_fist_n_me,e02_left_fist_n_mi,e02_left_fist_n_pairs,e02_left_fist_eligible,e02_left_fist_reasons,e02_right_fist_n_me,e02_right_fist_n_mi,e02_right_fist_n_pairs,e02_right_fist_eligible,e02_right_fist_reasons,e02_both_fists_n_me,e02_both_fists_n_mi,e02_both_fists_n_pairs,e02_both_fists_eligible,e02_both_fists_reasons,e02_both_feet_n_me,e02_both_feet_n_mi,e02_both_feet_n_pairs,e02_both_feet_eligible,e02_both_feet_reasons,e02_unilateral_n_me,e02_unilateral_n_mi,e02_unilateral_n_pairs,e02_unilateral_eligible,e02_unilateral_reasons,e02_bilateral_n_me,e02_bilateral_n_mi,e02_bilateral_n_pairs,e02_bilateral_eligible,e02_bilateral_reasons,strict_all_runs_valid,strict_reasons,expected_left_fist_me,frac_left_fist_me,expected_left_fist_mi,frac_left_fist_mi,expected_right_fist_me,frac_right_fist_me,expected_right_fist_mi,frac_right_fist_mi,expected_both_fists_me,frac_both_fists_me,expected_both_fists_mi,frac_both_fists_mi,expected_both_feet_me,frac_both_feet_me,expected_both_feet_mi,frac_both_feet_mi
86,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,22,23,23,23,21,22,24,03-04|05-06|07-08|09-10|11-12|13-14,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,22,24,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,23.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0
87,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,21,22,24,23,21,23,24,22,03-04|05-06|07-08|09-10|11-12|13-14,21,22,3,True,ELIGIBLE,24,23,3,True,ELIGIBLE,21,23,3,True,ELIGIBLE,24,22,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,21.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0,21.0,1.0,23.0,1.0,24.0,1.0,22.0,1.0
88,True,108,104,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,27,27,27,27,28,27,26,23,03-04|05-06|07-08|09-10|11-12|13-14,27,27,3,True,ELIGIBLE,27,27,3,True,ELIGIBLE,28,27,3,True,ELIGIBLE,26,23,3,True,ELIGIBLE,54,54,3,True,ELIGIBLE,54,50,3,True,ELIGIBLE,True,ELIGIBLE,28.0,0.9642857142857143,29.0,0.9310344827586207,29.0,0.9310344827586207,28.0,0.9642857142857143,30.0,0.9333333333333333,28.0,0.9642857142857143,27.0,0.9629629629629629,25.0,0.92
89,True,97,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,26,24,26,21,22,24,23,21,03-04|05-06|07-08|09-10|11-12|13-14,26,24,3,True,ELIGIBLE,26,21,3,True,ELIGIBLE,22,24,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,52,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,26.0,1.0,24.0,1.0,26.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0,21.0,1.0
90,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,21,22,24,23,23,22,22,23,03-04|05-06|07-08|09-10|11-12|13-14,21,22,3,True,ELIGIBLE,24,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,21.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0
91,True,77,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,16,22,16,23,22,22,23,23,03-04|05-06|07-08|09-10|11-12|13-14,16,22,3,True,ELIGIBLE,16,23,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,32,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,17.0,0.9411764705882353,22.0,1.0,16.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0
92,True,108,108,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,27,25,27,29,27,29,27,25,03-04|05-06|07-08|09-10|11-12|13-14,27,25,3,True,ELIGIBLE,27,29,3,True,ELIGIBLE,27,29,3,True,ELIGIBLE,27,25,3,True,ELIGIBLE,54,54,3,True,ELIGIBLE,54,54,3,True,ELIGIBLE,True,ELIGIBLE,30.0,0.9,27.0,0.9259259259259259,27.0,1.0,30.0,0.9666666666666667,29.0,0.9310344827586207,30.0,0.9666666666666667,28.0,0.9642857142857143,27.0,0.9259259259259259
93,True,80,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,23,23,22,22,17,23,18,22,03-04|05-06|07-08|09-10|11-12|13-14,23,23,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,17,23,3,True,ELIGIBLE,18,22,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,35,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,23.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,17.0,1.0,23.0,1.0,18.0,1.0,22.0,1.0
94,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,22,22,23,22,22,23,23,03-04|05-06|07-08|09-10|11-12|13-14,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0
95,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,23,23,22,21,22,24,23,03-04|05-06|07-08|09-10|11-12|13-14,22,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,21,22,3,True,ELIGIBLE,24,23,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0
96,True,90,84,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,22,20,23,19,24,21,21,24,03-04|05-06|07-08|09-10|11-12|13-14,22,20,3,True,ELIGIBLE,23,19,3,True,ELIGIBLE,24,21,3,True,ELIGIBLE,21,24,3,True,ELIGIBLE,45,39,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,22.0,1.0,20.0,1.0,23.0,1.0,19.0,1.0,24.0,1.0,21.0,1.0,21.0,1.0,24.0,1.0
97,True,90,78,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,22,16,23,17,24,23,21,22,03-04|05-06|07-08|09-10|11-12|13-14,22,16,3,True,ELIGIBLE,23,17,3,True,ELIGIBLE,24,23,3,True,ELIGIBLE,21,22,3,True,ELIGIBLE,45,33,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,22.0,1.0,16.0,1.0,23.0,1.0,17.0,1.0,24.0,1.0,23.0,1.0,21.0,1.0,22.0,1.0
98,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,23,23,22,23,21,22,24,03-04|05-06|07-08|09-10|11-12|13-14,22,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,22,24,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0,23.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0
99,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,22,22,23,23,21,22,24,03-04|05-06|07-08|09-10|11-12|13-14,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,22,24,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0
100,True,72,64,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,18,18,18,18,18,14,18,14,03-04|05-06|07-08|09-10|11-12|13-14,18,18,3,True,ELIGIBLE,18,18,3,True,ELIGIBLE,18,14,3,False,INSUFFICIENT_MOVEMENT_MI,18,14,3,False,INSUFFICIENT_MOVEMENT_MI,36,36,3,True,ELIGIBLE,36,28,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,18.0,1.0,18.0,1.0,18.0,1.0,18.0,1.0,18.0,1.0,14.0,1.0,18.0,1.0,14.0,1.0
101,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,22,22,23,22,24,23,21,03-04|05-06|07-08|09-10|11-12|13-14,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,22,24,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0,21.0,1.0
102,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,22,23,23,22,23,23,22,03-04|05-06|07-08|09-10|11-12|13-14,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0
103,True,85,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,21,22,19,23,22,22,23,23,03-04|05-06|07-08|09-10|11-12|13-14,21,22,3,True,ELIGIBLE,19,23,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,40,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,21.0,1.0,22.0,1.0,19.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0
104,True,90,87,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,21,22,21,23,22,22,23,03-04|05-06|07-08|09-10|11-12|13-14,23,21,3,True,ELIGIBLE,22,21,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,45,42,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,22.0,0.9545454545454546,22.0,1.0,21.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0
105,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,21,23,24,22,23,24,22,21,03-04|05-06|07-08|09-10|11-12|13-14,21,23,3,True,ELIGIBLE,24,22,3,True,ELIGIBLE,23,24,3,True,ELIGIBLE,22,21,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,21.0,1.0,23.0,1.0,24.0,1.0,22.0,1.0,23.0,1.0,24.0,1.0,22.0,1.0,21.0,1.0
106,True,77,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,20,24,23,21,17,23,17,22,03-04|05-06|07-08|09-10|11-12|13-14,20,24,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,17,23,3,True,ELIGIBLE,17,22,3,True,ELIGIBLE,43,45,3,True,ELIGIBLE,34,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS,21.0,0.9523809523809523,24.0,1.0,23.0,1.0,21.0,1.0,17.0,1.0,23.0,1.0,17.0,1.0,22.0,1.0
107,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,24,22,21,21,22,24,23,03-04|05-06|07-08|09-10|11-12|13-14,23,24,3,True,ELIGIBLE,22,21,3,True,ELIGIBLE,21,22,3,True,ELIGIBLE,24,23,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,24.0,1.0,22.0,1.0,21.0,1.0,21.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0
108,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,21,22,24,23,23,22,22,23,03-04|05-06|07-08|09-10|11-12|13-14,21,22,3,True,ELIGIBLE,24,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,21.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0
109,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,23,22,22,24,23,21,22,03-04|05-06|07-08|09-10|11-12|13-14,23,23,3,True,ELIGIBLE,22,22,3,True,ELIGIBLE,24,23,3,True,ELIGIBLE,21,22,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,24.0,1.0,23.0,1.0,21.0,1.0,22.0,1.0
